"Expr1000","MSW05binom","POINT_X","POINT_Y","binomial_tree","Class","Family","Genus","Species","1-1_ActivityCycle","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","5-1_AdultBodyMass_g","5-2_BasalMetRateMass_g","5-3_NeonateBodyMass_g","5-4_WeaningBodyMass_g","5-5_AdultBodyMass_g_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","6-1_DietBreadth","6-2_TrophicLevel","7-1_DispersalAge_d","8-1_AdultForearmLen_mm","9-1_GestationLen_d","10-1_PopulationGrpSize","10-2_SocialGrpSize","12-1_HabitatBreadth","12-2_Terrestriality","13-1_AdultHeadBodyLen_mm","13-2_NeonateHeadBodyLen_mm","13-3_WeaningHeadBodyLen_mm","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","16-2_LittersPerYear_EXT","17-1_MaxLongevity_m","18-1_BasalMetRate_mLO2hr","21-1_PopulationDensity_n/km2","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","23-1_SexualMaturityAge_d","24-1_TeatNumber","25-1_WeaningAge_d","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Triaenops furculus","Triaenops furculus",47.20,-15.82,"Triaenops_furculus","Chiroptera","Hipposideridae","Triaenops","furculus","2",,,"5.56",,,,,,,"1","3",,"43.99",,,,"1","2","67.5",,,,,,,,,,,,,,,"133107.81","-9.34","-19.13","-14.23","50.48","43.92","47.2","0","17.63","2","0.17","126.86","237.05","1102.41","1637.52"
"Triaenops persicus","Triaenops persicus",29.90,-4.97,"Triaenops_persicus","Chiroptera","Hipposideridae","Triaenops","persicus",,,,"13.18",,,,,,,"1","3",,"53",,,,"1","2",,,,,,,,,,,,,,,,"6093243.08","30.56","-23.03","3.76","59.83","13.1","36.46","0","35.66","1","0.15","89.15","227.28","949.46","1534.56"
"Triaenops rufus","Triaenops rufus",48.38,-19.65,"Triaenops_rufus","Chiroptera","Hipposideridae","Triaenops","rufus","1",,,"9.1",,,,,,,"1","3",,"52.5",,"100",,,,"87.49",,,,,,,,,,,,,,,"241046.33","-12.53","-25.2","-18.86","50.48","43.92","47.2","2","28.69","3","0.19","148.85","220.69","1184.84","1602.53"
"Trichosurus arnhemensis","Trichosurus arnhemensis",129.44,-15.48,"Trichosurus_arnhemensis","Diprotodontia","Phalangeridae","Trichosurus","arnhemensis","1",,,"1540.74",,,"470",,,,"2","1",,,,,,"1","2",,,,,"1.01","1.8",,,,,,,,,"181.46","495415.72","-11.11","-23.12","-17.12","136.97","114.75","125.86","0","0.83","0","0.00501","73.91","268.59","793.12","1773.15"
"Trichosurus caninus","Trichosurus caninus",149.16,-36.84,"Trichosurus_caninus","Diprotodontia","Phalangeridae","Trichosurus","caninus","1","112","1003.75","3115.06",,,"757.06",,,,"1","1","821.25",,"16.2",,,"1","2",,,,"363","1.02","1",,"204",,"100","0.02","0.03","1095","2","241.95","187766.76","-26.52","-39.13","-32.83","153.63","144.7","149.16","1","55.67","1","0.07","77.62","143.39","747.08","1127.16"
"Trichosurus johnstonii","Trichosurus johnstonii",145.76,-18.01,"Trichosurus_johnstonii","Diprotodontia","Phalangeridae","Trichosurus","johnstonii",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35590.32","-15.45","-19.47","-17.46","146.79","144.74","145.76","0","9.56","0","0.06","131.02","216.36","1126.18","1729.71"
"Zaedyus pichiy","Zaedyus pichiy",-67.98,-46.85,"Zaedyus_pichiy","Cingulata","Dasypodidae","Zaedyus","pichiy",,,,"1444.76","1740","105",,,,,"3","2",,,"61.27",,"1",,,"297.5",,,,"2",,,"108","396.72",,,,"303.29",,"41.88","899460.99","-28.9","-52.89","-40.89","-58.92","-72.39","-65.66","0","11.78","0","0.1","32.73","96.22","383.1","740.55"
"Trichosurus vulpecula","Trichosurus vulpecula",144.46,-38.22,"Trichosurus_vulpecula","Diprotodontia","Phalangeridae","Trichosurus","vulpecula","1","105","547.5","2685.39","1982","0.2","675.27",,,,"1","1",,,"17.5",,"1","1","2","472.78",,,"273.87","1.02","1.5",,"176.4","624.33","124","0.03","0.03","420.91","2","191.59","2305316.93","-12.27","-43.64","-27.96","153.63","114.94","134.29","0","9.55","0","0.03","55.54","182.67","602.57","1261.86"
"Trichys fasciculata","Trichys fasciculata",114.05,0.63,"Trichys_fasciculata","Rodentia","Hystricidae","Trichys","fasciculata","1",,,"1750",,,,,,,,,,,,,,"2","2","414.99",,,,,,,"121.2",,,,,,,,"823588.66","7.03","-4.64","1.19","119.26","98.08","108.67","1","44.98","4","0.17","253.48","246.08","1677.16","1725.29"
"Trinomys albispinus","Trinomys albispinus",-39.04,-13.57,"Trinomys_albispinus","Rodentia","Echimyidae","Trinomys","albispinus",,,,"284.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60927.75","-10.86","-13.84","-12.35","-37.72","-40.36","-39.04","16","158.75","18","0.08","107.94","236.31","1175.51","1511.97"
"Tadarida latouchei","Tadarida latouchei",117.24,36.88,"Tadarida_latouchei","Chiroptera","Molossidae","Tadarida","latouchei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200951.08","44.86","15.17","30.01","135.22","100.38","117.8","2","229.52","3","0.02","66.77","126.32","737.46","996.61"
"Tapirus pinchaque","Tapirus pinchaque",-78.62,-4.59,"Tapirus_pinchaque","Perissodactyla","Tapiridae","Tapirus","pinchaque","2",,,"156923.4",,"4720",,,,,"4","1",,,"393.99","1",,"1","1",,,,,"1",,,,,"0.27","6.38","7.67","1113.7",,"339.47","178168.26","5.3","-5.35","-0.02","-72.47","-79.76","-76.11","1","57.11","2","0.12","148.68","214.12","1361.82","1463.08"
"Tapirus terrestris","Tapirus terrestris",-56.82,-12.00,"Tapirus_terrestris","Perissodactyla","Tapiridae","Tapirus","terrestris","2",,,"169496.64",,"4507.91",,,,,"5","2",,,"395.41",,"1","1","1","2004.97",,,,"1",,,"420",,"0.85",,,"862.17","2","277.49","13663839.27","12.46","-30.8","-9.17","-34.79","-78.86","-56.82","0","23.24","0","0.11","145.25","233.3","1265.75","1501.8"
"Tarsipes rostratus","Tarsipes rostratus",119.82,-33.27,"Tarsipes_rostratus","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","2",,"182.5","9.66","10","0.00430","4.31",,,,"1","1",,,"61.27",,"1","2","2","77.34",,,"122","2.93","3",,"24","29","29699.99","0.000814","0.000872","177.2","4","89.74","211836.34","-27.47","-35.13","-31.3","125.56","114.08","119.82","0","7.58","0","0.06","45.23","160.77","412.71","1144.04"
"Tarsius bancanus","Tarsius bancanus",114.05,0.63,"Tarsius_bancanus","Primates","Tarsiidae","Tarsius","bancanus","1",,"919.8","114.39",,"23.93",,,,,"3","2",,,"125.84",,"1","1","2","106.59",,,"240.29","1",,"1.36","144",,"62.24","0.01","0.02","658.68",,"78.55","848019.79","7.03","-5.9","0.56","119.26","102.6","110.93","1","39.41","4","0.17","256.39","246.61","1702.76","1734.7"
"Tarsius dentatus","Tarsius dentatus",120.15,-1.21,"Tarsius_dentatus","Primates","Tarsiidae","Tarsius","dentatus",,,,"110.42",,,,,,,,,,,,,"1",,,"117.5",,,,"1.01",,,,,"129","0.00386","0.00650",,,,"5028.57","-0.67","-1.65","-1.16","120.47","119.83","120.15","32","45.33","32","0.13","205.99","186","1813.49","1927.25"
"Tarsius pelengensis","Tarsius pelengensis",123.17,-1.58,"Tarsius_pelengensis","Primates","Tarsiidae","Tarsius","pelengensis",,,,"165",,,,,,,,,,,,,,,,,,,,"1.02",,,,,,,,,,,"2364.95","-1.15","-1.64","-1.4","123.55","122.78","123.17","31","31","31","0.1","245","240.5",,
"Tarsius pumilus","Tarsius pumilus",120.08,-3.51,"Tarsius_pumilus","Primates","Tarsiidae","Tarsius","pumilus",,,,,,,,"31.03",,,,,,,,,"1",,,"100",,,,"1.01",,,,,,,,,,,"111.58","-1.47","-3.55","-2.51","120.5","120.04","120.27","17","44.14","17","0.1","222.32","201.98","1810.39","1934.93"
"Sphiggurus mexicanus","Sphiggurus mexicanus",-90.54,16.87,"Sphiggurus_mexicanus","Rodentia","Erethizontidae","Sphiggurus","mexicanus","1",,,"2000",,,,,,,"2","1",,,,,"2","1","2",,,,,"0.98",,,,,,,,,"12",,"741576.19","22.59","8.02","15.31","-81.58","-99.49","-90.54","3","64.23","5","0.13","133.12","230.49","1233.22","1602.82"
"Sphiggurus pruinosus","Sphiggurus pruinosus",-71.73,8.01,"Sphiggurus_pruinosus","Rodentia","Erethizontidae","Sphiggurus","pruinosus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4489.82","8.35","7.68","8.02","-71.32","-72.15","-71.73","8","78.83","8","0.08","106.84","213.5","1426.15","1588.15"
"Sphiggurus spinosus","Sphiggurus spinosus",-52.13,-17.52,"Sphiggurus_spinosus","Rodentia","Erethizontidae","Sphiggurus","spinosus","1",,,"750.78",,,,,,,,,,,,,,"1","2",,,,,,,,,,,,,,,,"1192308.04","-11.94","-33.28","-22.61","-46.39","-57.86","-52.13","0","14.86","1","0.11","123.81","221.4","1196.08","1371.79"
"Sphiggurus vestitus","Sphiggurus vestitus",-75.34,4.76,"Sphiggurus_vestitus","Rodentia","Erethizontidae","Sphiggurus","vestitus","1",,,"736",,,,,,,,,,,,,,"1","2",,,,,,,,,,,,,,,,"5697.25","5.26","4.29","4.78","-74.99","-75.69","-75.34","56","153.29","56","0.07","183.83","180.57","1465.57","1499.01"
"Spilocuscus kraemeri","Spilocuscus kraemeri",147.34,-2.38,"Spilocuscus_kraemeri","Diprotodontia","Phalangeridae","Spilocuscus","kraemeri","1",,,,,,,,,,,,,,,,,"1","2",,,,,"1.02",,,,,,,,,,,"29.6","-2.36","-2.44","-2.4","147.38","147.3","147.34","17","17","17","0.06",,,,
"Acomys cilicicus","Acomys cilicicus",34.62,36.90,"Acomys_cilicicus","Rodentia","Muridae","Acomys","cilicicus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"404.16","37.01","36.79","36.9","34.73","34.5","34.62","92","93.5","92","0.14","48.02","154.1","362","1241.33"
"Acomys dimidiatus","Acomys dimidiatus",45.55,21.45,"Acomys_dimidiatus","Rodentia","Muridae","Acomys","dimidiatus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3325550.32","38.08","12.59","25.33","61.47","31.27","46.37","0","36.24","0","0.15","11.93","221.51","171.2","1301.83"
"Acomys ignitus","Acomys ignitus",38.54,-3.18,"Acomys_ignitus","Rodentia","Muridae","Acomys","ignitus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156581.97","-0.54","-5.8","-3.17","40.81","36.26","38.54","2","76.82","4","0.16","64.98","239.82","941.97","1662.28"
"Acomys kempi","Acomys kempi",41.25,0.83,"Acomys_kempi","Rodentia","Muridae","Acomys","kempi",,,,"21.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"358017.73","4.33","-4.7","-0.18","44.16","38.34","41.25","1","19.54","1","0.07","42.35","271.57","622.27","1739.37"
"Acomys louisae","Acomys louisae",46.65,8.42,"Acomys_louisae","Rodentia","Muridae","Acomys","louisae",,,,"20.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"320804.61","11.78","5.8","8.79","50.56","42.74","46.65","1","9.89","3","0.06","14.54","248.35","232.32","1758.07"
"Acomys minous","Acomys minous",24.91,35.16,"Acomys_minous","Rodentia","Muridae","Acomys","minous",,,,"62.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8190.7","35.69","34.92","35.31","26.31","23.52","24.91","0","48.69","0","0.02","51.8","163.8",,
"Acomys mullah","Acomys mullah",43.96,9.19,"Acomys_mullah","Rodentia","Muridae","Acomys","mullah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152076.39","11.42","7.63","9.52","46.16","41.76","43.96","4","24.68","6","0.09","32.6","231.82","506.1","1706.27"
"Acomys nesiotes","Acomys nesiotes",33.43,35.04,"Acomys_nesiotes","Rodentia","Muridae","Acomys","nesiotes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9293.99","35.7","34.56","35.13","34.59","32.27","33.43","43","72.41","43","0.09","40.19","183.55",,
"Acomys percivali","Acomys percivali",37.30,2.08,"Acomys_percivali","Rodentia","Muridae","Acomys","percivali",,,,"21.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"686807.37","6.29","-1.77","2.25","42.49","32.11","37.3","1","29.12","1","0.08","54.73","240.95","825.98","1524.06"
"Acomys russatus","Acomys russatus",39.50,20.69,"Acomys_russatus","Rodentia","Muridae","Acomys","russatus","3",,,"42.35",,,,,,,,,,,,,,,,"111.08",,,,"2.5",,,,,"3487.07","0.000488","0.000448",,"5",,"800320.84","33.09","12.59","22.84","48.41","30.59","39.5","0","104.38","1","0.18","9.2","214.39","140.58","1406.5"
"Acomys spinosissimus","Acomys spinosissimus",32.38,-15.66,"Acomys_spinosissimus","Rodentia","Muridae","Acomys","spinosissimus",,,,"26.5","27.02",,,,,,,,,,,,,,,,,,,"2.71",,,,"44.12","204.07",,,,,,"2826979.35","-2.87","-27.3","-15.08","40.84","23.93","32.38","0","30.43","2","0.16","73.43","218.6","827.26","1462.67"
"Acomys subspinosus","Acomys subspinosus",21.31,-33.62,"Acomys_subspinosus","Rodentia","Muridae","Acomys","subspinosus","1",,,"21.92","32.25",,,,,,,,,,,,,,,,,,,,,,,"83.43","3543.88",,,,,,"126595.8","-30.84","-34.83","-32.84","24.78","17.84","21.31","0","47.95","1","0.08","30.22","155.89","433.76","1135.82"
"Acomys wilsoni","Acomys wilsoni",41.21,1.25,"Acomys_wilsoni","Rodentia","Muridae","Acomys","wilsoni",,,,"18.5",,"3.49","10",,,,,,,,,,,,,"79.76","40",,,"2.29","7.9",,,,,,,,,,"1322637.93","11.98","-6.04","2.96","51.41","31.01","41.21","1","30.65","1","0.09","46.08","251.31","659.51","1664.72"
"Aconaemys sagei","Aconaemys sagei",-72.06,-39.36,"Aconaemys_sagei","Rodentia","Octodontidae","Aconaemys","sagei","3",,,"96.49",,,,,,,,,,,,,,"2","1",,,,,,,,,,,,,,,,"10262.34","-38.66","-40.15","-39.41","-71.09","-73.04","-72.06","2","20.25","2","0.11","91.85","83.77","703.44","903.46"
"Acrobates pygmaeus","Acrobates pygmaeus",145.86,-36.17,"Acrobates_pygmaeus","Diprotodontia","Acrobatidae","Acrobates","pygmaeus",,"65","212.91","13.84","14","0.01","3.44",,,,"3","2",,,,,"25",,,,,,"183","2.8","2",,"86.4","14938","899.99","0.00596",,"272.11","4","97.5","1691398.78","-10.69","-39.13","-24.91","153.63","138.09","145.86","0","12.18","0","0.04","61.57","185.7","673.13","1288.68"
"Sundamys muelleri","Sundamys muelleri",100.92,-0.56,"Sundamys_muelleri","Rodentia","Muridae","Sundamys","muelleri",,,,"356.48",,,,,,,,,,,,,,,,"239",,,,,,,"24",,,,,,,,"854971.22","12.33","-5.94","3.19","120.34","96.36","108.35","1","75.57","4","0.16","245.45","247.71","1682.71","1754.3"
"Sundasciurus brookei","Sundasciurus brookei",114.00,0.71,"Sundasciurus_brookei","Rodentia","Sciuridae","Sundasciurus","brookei",,,,"114.05",,,,,,,,,,,,,,,,"186.14",,,,,,,,,,,,,"5",,"157725.81","5.45","-0.23","2.6","117.15","110.85","114","1","7.57","2","0.19","281.4","222.95","1673.94","1679.38"
"Sundasciurus davensis","Sundasciurus davensis",125.82,7.48,"Sundasciurus_davensis","Rodentia","Sciuridae","Sundasciurus","davensis",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"19.48","7.5","7.45","7.48","125.84","125.79","125.82","109","226.56","109","0.12","166.99","254.5","1555","1897.5"
"Sundasciurus fraterculus","Sundasciurus fraterculus",98.94,-1.41,"Sundasciurus_fraterculus","Rodentia","Sciuridae","Sundasciurus","fraterculus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5140.87","-0.91","-2.85","-1.88","100.22","98.58","99.4","43","56.87","43","0.08","340","259",,
"Sundasciurus hippurus","Sundasciurus hippurus",114.05,1.27,"Sundasciurus_hippurus","Rodentia","Sciuridae","Sundasciurus","hippurus",,,,"357.79",,,,,,,"5","2",,,,,,"1","2","227.98",,,,,,,,,"177.15",,,,"5",,"1193705.93","7.56","-5.94","0.8","119.26","95.18","107.22","1","75.22","4","0.15","244.99","247.36","1686.53","1737.31"
"Sundasciurus hoogstraali","Sundasciurus hoogstraali",120.09,12.07,"Sundasciurus_hoogstraali","Rodentia","Sciuridae","Sundasciurus","hoogstraali",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"949.39","12.33","11.96","12.14","120.34","119.84","120.09","29","36.99","29","0.21",,,,
"Sundasciurus jentinki","Sundasciurus jentinki",116.15,4.98,"Sundasciurus_jentinki","Rodentia","Sciuridae","Sundasciurus","jentinki",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"3662.22","5.21","4.76","4.98","116.59","115.71","116.15","4","15.49","4","0.32","277.83","229.16","1795.82","1883.15"
"Sundasciurus juvencus","Sundasciurus juvencus",119.11,10.21,"Sundasciurus_juvencus","Rodentia","Sciuridae","Sundasciurus","juvencus",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"5587.9","11.42","9.57","10.5","119.71","118.51","119.11","26","51.67","26","0.2","219.66","253.66",,
"Sundasciurus lowii","Sundasciurus lowii",114.05,0.63,"Sundasciurus_lowii","Rodentia","Sciuridae","Sundasciurus","lowii","3",,,"84.99",,,,,,,"5","2",,,,,,"2","2","137.56",,,,"2.46",,,,,,,,,"5",,"1322864.62","7.45","-5.94","0.75","119.26","95.18","107.22","1","71.36","4","0.15","243.54","248.52","1686.88","1743.09"
"Sundasciurus mindanensis","Sundasciurus mindanensis",124.24,6.75,"Sundasciurus_mindanensis","Rodentia","Sciuridae","Sundasciurus","mindanensis",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"94772.99","9.82","5.55","7.69","126.6","121.89","124.24","33","161.12","47","0.12","170.68","236.39","1567.81","1734.24"
"Sundasciurus moellendorffi","Sundasciurus moellendorffi",120.09,12.07,"Sundasciurus_moellendorffi","Rodentia","Sciuridae","Sundasciurus","moellendorffi",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"1467.72","12.33","11.26","11.79","120.34","119.65","120","29","39.39","29","0.21",,,,
"Sundasciurus philippinensis","Sundasciurus philippinensis",124.24,6.75,"Sundasciurus_philippinensis","Rodentia","Sciuridae","Sundasciurus","philippinensis",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"99812.67","10.17","5.55","7.86","126.6","121.79","124.19","33","171.84","55","0.11","169.61","238.66","1565.18","1739.39"
"Sundasciurus rabori","Sundasciurus rabori",118.44,9.50,"Sundasciurus_rabori","Rodentia","Sciuridae","Sundasciurus","rabori",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"11562.34","11.42","8.32","9.87","119.71","117.17","118.44","22","42.93","22","0.21","224","249.78",,
"Sundasciurus samarensis","Sundasciurus samarensis",125.01,11.49,"Sundasciurus_samarensis","Rodentia","Sciuridae","Sundasciurus","samarensis",,,,"225",,,,,,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"19683.01","12.58","10","11.29","125.76","124.26","125.01","55","179.23","63","0.11","251.02","255.87",,
"Sundasciurus steerii","Sundasciurus steerii",117.91,9.05,"Sundasciurus_steerii","Rodentia","Sciuridae","Sundasciurus","steerii",,,,,,,,"264.3",,,,,,,,,,,,"210",,,,,,,,,,,,,"5",,"6201.41","9.74","7.8","8.77","118.66","116.93","117.8","22","40.84","22","0.21","227.33","245.99",,
"Sundasciurus tenuis","Sundasciurus tenuis",113.50,0.32,"Sundasciurus_tenuis","Rodentia","Sciuridae","Sundasciurus","tenuis",,,,"74.87",,,,,,,"5","2",,,,,,"1","2","168.37",,,,"3.11",,,,,"141.72",,,,"5",,"1174126.61","7.73","-5.94","0.89","118.18","95.18","106.68","1","75.36","4","0.14","240.93","248.44","1682.53","1733.08"
"Surdisorex norae","Surdisorex norae",36.68,-0.54,"Surdisorex_norae","Soricomorpha","Soricidae","Surdisorex","norae",,,,"23.57",,,,,,,,,,,,,,,,"95.99",,,,"1.41",,,,,,,,,,,"5920.86","0.04","-1.02","-0.49","37.08","36.28","36.68","52","268.69","52","0.17","66.28","159.99","1005.71","1507.85"
"Surdisorex polulus","Surdisorex polulus",37.32,-0.17,"Surdisorex_polulus","Soricomorpha","Soricidae","Surdisorex","polulus",,,,"8.99",,,,,,,,,,,,,,,,,,,,"1.49",,,,,,,,,,,"1579.95","0.03","-0.37","-0.17","37.51","37.13","37.32","28","131.66","28","0.14","58","165.66","942.33","1510"
"Suricata suricatta","Suricata suricatta",21.29,-26.77,"Suricata_suricatta","Carnivora","Herpestidae","Suricata","suricatta","3","11.97","365","729.99","790","30.5","225.5",,,,"1","3",,,"77",,,"1","1","285.71",,,"365","3.86","1",,"150","290.12",,"11.76","14.06","377.37",,"55.68","1720747.74","-15.77","-33.77","-24.77","30.87","11.71","21.29","0","10.05","0","0.09","26.55","175.81","405.45","1237.75"
"Sus ahoenobarbus","Sus ahoenobarbus",124.24,6.75,"Sus_ahoenobarbus","Artiodactyla","Suidae","Sus","ahoenobarbus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108626.43","12.33","5.04","8.68","126.6","116.93","121.76","22","128.88","28","0.14","177.32","238.06","1567.81","1734.24"
"Sus barbatus","Sus barbatus",114.05,0.63,"Sus_barbatus","Artiodactyla","Suidae","Sus","barbatus","2",,,"135805.95",,,,,,,"6","2",,,"114.63",,"6.25","1","1","1349.99",,,,"6.59","1",,,,,,,"362.5","12","105.85","970249.8","7.03","-5.94","0.54","119.26","96.84","108.05","1","54.83","4","0.16","243.91","247","1673.32","1729.2"
"Sus bucculentus","Sus bucculentus",105.09,18.25,"Sus_bucculentus","Artiodactyla","Suidae","Sus","bucculentus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2834.16","18.64","17.7","18.17","105.41","104.78","105.09","9","92.29","9","0.11","150.27","202.74","1091.86","1386.11"
"Sus cebifrons","Sus cebifrons",122.97,9.98,"Sus_cebifrons","Artiodactyla","Suidae","Sus","cebifrons","2",,,"190792.3",,,,,,,"6","2",,,"125.14",,"4.5",,,"1349.99",,,,"4.58","1",,,,,,,"283.18","12","105.85","27761.56","12.6","9.03","10.82","124.07","121.84","122.96","103","266.95","118","0.08","160.41","254.91","1479.27","1759.33"
"Sus celebensis","Sus celebensis",121.99,-3.75,"Sus_celebensis","Artiodactyla","Suidae","Sus","celebensis","2",,,"53813.21",,,,,,,"5","2",,,"126",,,,,,,,,"3.24",,,,,,,,,"12",,"173576.36","1.75","-6.49","-2.37","125.29","118.75","122.02","17","94.75","17","0.08","229.41","215.47","1812.6","1909.15"
"Sus philippensis","Sus philippensis",121.97,13.90,"Sus_philippensis","Artiodactyla","Suidae","Sus","philippensis","2",,,"190792.3",,,,,,,"6","2",,,"125.14",,"3.75",,,"1349.99",,,,"6.24","1",,,,,,,"283.18","12","105.85","237934.97","18.65","5.55","12.1","126.6","119.74","123.17","19","225.88","33","0.1","208.67","240.84","1470.06","1728"
"Sus salvanius","Sus salvanius",90.69,26.63,"Sus_salvanius","Artiodactyla","Suidae","Sus","salvanius","2",,,"7974.13",,,,,,,"4","2",,,"110.5",,"5","1","1","599.66",,,,"3.66",,,"144",,,"0.15",,,"9",,"25728.78","27.06","26.33","26.7","93.44","87.93","90.69","37","339.5","44","0.09","162.48","203.49","1037.05","1239.08"
"Sus scrofa","Sus scrofa",82.21,23.66,"Sus_scrofa","Artiodactyla","Suidae","Sus","scrofa","2",,"312","84471.54",,"807.77","6469.99",,,,"5","2",,,"115.2",,"13",,,"1349.99","239.99","419.99","230","4.52","1.5",,"252",,"3.54","1.18","5.8","350.76","11","97.88","25951693.02","59.99","-8.78","25.6","138.36","-9.89","64.23","0","145.57","1","0.06","64.68","116.91","567.82","964.89"
"Sus verrucosus","Sus verrucosus",110.32,-7.36,"Sus_verrucosus","Artiodactyla","Suidae","Sus","verrucosus",,,,"89406.23",,,,,,,"3","2",,,"121.66",,"5",,,"1250",,,,"5.47",,,"168",,,,,,"12",,"97964.63","-5.72","-8.78","-7.25","114.6","106.05","110.32","270","777.3","407","0.04","190.85","242.83","1361.71","1641.83"
"Vulpes ferrilata","Vulpes ferrilata",91.71,33.06,"Vulpes_ferrilata","Carnivora","Canidae","Vulpes","ferrilata",,,,"5543.74",,"89.99",,,,,"1","3",,,"54.23",,,"1","1","600.05",,,,"3.49",,,,,,,,"420.91",,"55.68","2339623.06","38.52","26.28","32.4","104.57","78.85","91.71","0","29.53","0","0.06","60.84","-34.54","441.55","831.4"
"Syconycteris australis","Syconycteris australis",143.22,-8.79,"Syconycteris_australis","Chiroptera","Pteropodidae","Syconycteris","australis",,,,"17.6","17",,,,,,"2","1",,"41.9",,,"1","1","2","67.38",,,,"1","2",,,"24.76",,,,,,"89.99","813131.41","0.04","-33.15","-16.55","154.28","125.99","140.13","0","11.69","0","0.1","198.72","221.73","1353.73","1645.94"
"Syconycteris carolinae","Syconycteris carolinae",128.15,-0.67,"Syconycteris_carolinae","Chiroptera","Pteropodidae","Syconycteris","carolinae",,,,"39.67",,,,,,,"1","1",,"60.16",,,,"1","2",,,,,,,,,,,,,,,,"20131.34","2.22","-0.92","0.65","128.9","127.28","128.09","5","26.08","5","0.04","192.66","250.11",,
"Syconycteris hobbit","Syconycteris hobbit",142.68,-5.62,"Syconycteris_hobbit","Chiroptera","Pteropodidae","Syconycteris","hobbit",,,,"20.06",,,,,,,"1","1",,"47.88",,,,"1","2","68.87",,,,"0.98",,,,,,,,,,,"97642.01","-3.78","-7.77","-5.78","146.86","138.49","142.68","1","11.62","1","0.15","315","186.27","1673.09","1676.77"
"Sylvicapra grimmia","Sylvicapra grimmia",14.33,-11.30,"Sylvicapra_grimmia","Artiodactyla","Bovidae","Sylvicapra","grimmia","2",,"608.33","15639.15",,"1581.45","4955.54",,,,"4","1",,,"174.89",,"1","1","1","960.71",,,"234","0.98","2",,"171.96",,"2.42",,,"293.14","4","60.83","14120906.18","16.39","-34.83","-9.22","46.19","-17.53","14.33","0","33.95","1","0.13","80.82","227.72","847.89","1495.94"
"Sylvilagus aquaticus","Sylvilagus aquaticus",-90.56,29.30,"Sylvilagus_aquaticus","Lagomorpha","Leporidae","Sylvilagus","aquaticus",,"2.5",,"2133.34",,"55.7",,,,,"2","1",,,"37.24",,,"1","1","457.55",,,,"3","2.94",,,,"82.44","0.01","0.01","154.71","8","20.88","884825.38","37.97","28.32","33.14","-82.77","-98.35","-90.56","1","39.82","5","0.05","99.29","178.15","974.41","1116.57"
